X — Колесо,"Колесо вращается, и вы поднимаетесь на вершину; оно снова проворачивается, и вы падаете вниз, в шиповник. То, что поднимается, однажды опуститься. Сегодня, завтра, в следующем году, когда бы то ни было. Времени не интересны наши удобства, наши решения и все наши планы и схемы, наши надежды и опасения. Время — высший хищник в этом странном мире. Колесо поднимает и тянет вниз. Момент наступит снова, когда у вас будет право выбора. Вы не можете повлиять на ход истории. Но вы можете совершить выбор, когда шанс играет на вашей стороне. Только вы решите, что делать, есть вероятность снова оказаться внизу кучи.","переменчивость фортуны, изменения, мимолетные возможности, взлеты и падения, временные неудачи."
XI — Справедливость,"Вы путешествуете по миру, полном иллюзий и теней, запутывающих ваше видение оттенками серого. Звучит ее голос, голос истины. Он звенит у вас в голове, чистый, как хрусталь. Есть черное, есть белое, есть правильное и неправильное, и вы можете увидеть разницу. Весы приходят в равновесие. Она вкладывает меч в ваши руки. Она верит, что вы предпримете необходимые действия в нужный момент.","равновесие, правильное действие, связи, которые больше не служат, понимание ситуации, решительные действия."
XII — Повешенный,"Вы пойманы. Ваши ноги связаны. Вы боретесь, вы кричите, но в ответ слышите лишь насмешливый крик ворона. В такой уязвимой ситуации у вас все еще есть Вы сами. Не торопитесь; позвольте вашим путам стать вашим якорем. В тишине ваш дух свободно парит. С этого нового положения мир может показаться вам странным. Возможно, он всегда был таким, и потребовалась неожиданная ситуация, чтобы вы сами это увидели.","уязвимость, неподвижность, Новая точка зрения, инициация, бессилие, задачка, заслуженное наказание."
XIII — Смерть,"Он пришел: вестник конца, ангел забвения. Черные расправленные крылья закрывают звезды. Это пауза между одним словом и следующим. Над ним распростерлись черные крылья, заслонившие звезды. Это тишина между одним словом и другим. Пора. Бесполезно бороться, невозможно не войти в двери, которые он закрывает. Ваша задача теперь — найти новый путь.","завершение текущего этапа, болезнь и слабость, боязнь перемен, возможность возродить из пепла старого что-то новое."
XIV — Умеренность,"Темные крылья раскрыты, видно лицо Ангела. Он наливает целебный напиток в золотую чашу, и вы молитесь, чтобы он поднес его к вашим пересохшим губам. Он изливает ровно столько, сколько надо, чтобы восстановить вас, и этому секрету он пришел научить. В жизни, наполненной потребностями и стремлением, знать смысл всего того, что есть, — отличительный дар. Быть, чтобы делать. Иметь ровно столько, сколько необходимо для предания вашему телу нового чувства равновесия. Вы, наконец, становитесь достаточно легким, и собственные крылья поднимают вас.","мера во всем, добродетельность, средний путь между крайностями, принятие во внимание всех граней ситуации."
XV — Дьявол,"Вы в темных залах повелителя демонов Мальфаса, где ночь смыкается вокруг вас, ослепляя и скрывая то, что впереди и позади. Теперь мир — это только то, что вы можете почувствовать, что вы можете потрогать и попробовать. Вы слышите только то, что шепчет вам тень. В этом месте, где преобладают чувства, можно познать максимум удовольствия. Но тень использует ваше удовольствие и расслабление, чтобы выковать золотую цепь и завладеть вашей волей. Чем дольше вы слушаете, тем труднее блокировать звуки, тем труднее будет прийти в себя.","доминирование, зависимость, ценность плоти и материального мира превыше всего, поиск удовольствий, уступка Тени."
XVI — Башня,"Весь день птицы выкрикивали предзнаменования гибели. черные крылатые пророки призывали вас бежать. Вы слышите рев и чувствуете треск в воздухе, когда молния ударяется о стены дворца. Камень начинает крошиться, сооружение долго не продержится. «Оставайся в этом роскошном месте, — шепчет голос, — здесь ты был в безопасности». Но птицы продолжают вызывающе кричать, остерегая вас от сладкозвучных речей. Вы ищете дверь, пока балки скрипят и стонут.","неминуемая катастрофа, естественная встряска, шанс отказаться от старых способов мышления, неприятные истины всплывают на поверхность."
XVII — Звезда,"Вы следовали за птицей сквозь слои пыли и тьмы. Всегда вперед, и когда вера грозит разрушиться, дым рассеивается, вы видите ее там... Хозяйка мира подзывает вас в свой водоем. Она поднимает перед собой золотые чаши в древних ритуалах восстановления. «Оставь здесь свою ношу, у меня есть силы нести её. Отдай мне свое горе и искупайся в моем водоеме. То, что сломано, можно починить, а то, что повреждено, можно отмыть и восстановить». Вы представляете себя входящим в воду и погружающимся в невероятное блаженство.","возвращение надежды, исцеление, потребность в чистой энергии."
XVIII — Луна,"Тени удлиняются и растут по мере того, как сияющий шар луны поднимается на небе, омывая пустоши странным серебряным светом. Этот свет непостижим, ничего не раскрывая, он излучает странное, потустороннее сияние. Вы смотрите в глаза другу и видите совершенно незнакомого человека. Ваше путешествие придало вашему сознанию флер мистики, позволяющий слышать невысказанное и видеть невидимое. Но когда вы слишком долго смотрите на мир этим зачарованным взглядом, из тумана начинают появляться призраки.","иллюзии, послания инстинкта и интуиции, путешествие сквозь тьму, сильная психическая информация, заблуждения и безумие."
XIX — Солнце,"Ворон склоняется над вами, блестя, как ароматное масло. Вы забираетесь ему на спину, и огромные мягкие крылья уносят вас вверх, над туманом, дымом и сомнениями. С этой высоты вы видите мир заново, мир, где живые существа прорастают и вырастают из теней, где сердца ищут свет. Вы летите все выше и выше, свет заставляет вашу кожу светиться ярким блеском. Вот тот, кто вы есть, вы сияющая душа, поднятая в темноте. Перед вами мир возможностей и великой радости.","ясность, счастье, нахождение собственного стержня, радость, безграничные возможности."
XX — Суд,"Одна мелодия посылает вперед, чтобы изменить мир навсегда. Спящие просыпаются, чтобы спеть новую песню голосами, исцеленными сном. Ясная нота откровения оживляет тело и душу. Что это за новые крылья? Когда они стали частью вас? И куда теперь они могут доставить вас, когда вы присоединяетесь к хору в небесах? Старую жизнь можно оставить у могилы, грядет новый день.","пробуждение, откровение, следование своей судьбе, трансформация, внимание зову."
XXI — Мир,"Ни одно путешествие не оставляет душу неизменной. Кокон, который крепко сдерживал вас, отпадает, и вы перерождаетесь в новую жизнь. Вы стали больше, чем были раньше. Черный крылатый спутник в стране теней стал частью вас, вы видите его ясными глазами, вы говорите его могучим голосом. Вы держите в руках знаки победы, ибо спираль времени принесла вам новые дары благодаря вашим действиям. А теперь, наконец-то все готово, наконец-то вы танцуете.","достижение своих целей, завершение и кульминация, эволюция и трансформация, несение больших тягот."
Туз Пентаклей,"Вы нашли твердую опору, которая послужит фундаментом для той жизни, которую вы строите с этого момента. Посадите семена глубоко в зрелую почву, чтобы они смогли пустить корни и процветать. Одна хорошо вложенная монета принесет вам состояние.","удачное начало, тщательное планирование."
Двойка Пентаклей,"Cложно быть слугой двух господ. Пока душа жаждет танцев, ваши ноги упираются в твердую землю. Сейчас время баланса, осторожного выбора, движения с последующим встречным ходом. Каждая вещь, которую вы любите, приномит вам особое удовольствие. Уделив им должное внимание, вы сохраните равновесие.","минимизация действий, осторожность."
Тройка Пентаклей,"Вам не нужно оставлять мир таким, каким вы его нашли. Измените собственное окружение по своему вкусу, найдите небольшую деталь, которая будет больше похожа на себя. Вырвите то, что не соответствует, и заполните пустоту, которая взывала к вам, чтобы сформировать.","трудолюбие, мастерство, акцент на своих сильных сторонах."
Четвёрка Пентаклей,"Мы возводим крепкие стены, чтобы сохранить то, что мы заработали. Мудро защищайте то, что цените, но страх перед вором может лишить радости, которую вы можете испытать от вещей. Держаться слишком крепко — значит выжать из жизни жизнь.","покровительство, жадность, недоверие, твердость."
Пятёрка Пентаклей,"В мире, где правят машины, живые жители чувствуют себя потерянными, брошенными, одинокими. Тиски крепко сжимаются, и вы жаждете помощи и поддержки. Наши мольбы встречают насмешливым смехом.","неудача, потеря, отсутствие помощи или ресурсов."
Шестёрка Пентаклей,"Руки открыты, голодные рты вкушают еду. Крылья хлопают друг ‚ против друга, и каждый в маленькой семье заявляет о своих правах на свою законную долю. Вы должны давать, чтобы другие могли есть. В кон‚ це концов, кто на самом деле служит, а кого обслуживают? Вы протягиваете руки к лицам, которые не перестают плакать.","благотворительность, перераспределение ресурсов, уравновешивание энергии, забота о себе."
Семёрка Пентаклей,"Ресурсы должны быть мобилизованы, если вы хотите достичь самых дальних берегов. В земле есть нечто, что давно забыто, но требует трудов. Неосторожный вылет с риском для всего. Терпеливые и мудрые знают, что секреты откроются со временем. Вы знакомитесь с вращающимися колесами и вертящимися шестернями, вычисляя, как адаптировать их к своим проектам.","ожидание своего часа, бесплодное время года, постепенное изменение, удержание, скука."
Восьмёрка Пентаклей,"В этой сфере позиция зарабатывается, а не дается. Чтобы надеть маску целителя, нужно быть готовым оказаться на грани смерти. Градиции прошлого могут многому научить. Вы вновь берете перо, обмакивая его снова и снова, пока непрекращающийся скрежет и стук собственной крови в голове не рассеют всякую неуверенность в себе.","тщательное изучение, ученичество, усердие, тяжелая работа."
Девятка Пентаклей,"Великолепное устройство должно иметь единую цель и замысел. Почему ваша цель не может быть собственной? Обработка кусочков и объединение их в единое целое — дело всей жизни. Не все видения можно разделить, и вы построили высокие заборы; ваши союзники и последователи следят за тем, кто будет вмешиваться. Те, кто создают великие шедевры, рефреном проходящие сквозь века, должны выбрать жизнь в соответствии со своей судьбой.","успешное мероприятие, лидерство, завершение долгой работы, сдержанность."
Десятка Пентаклей,"ваше племя дает вам силу. Отбирая вещи из прошлого, вы находите предметы, которые полезны вам и другим. Когда черпаете из общих ресурсов стаи, хватает на всех.","коллективное богатство, огромные ресурсы, наследие, наследство, опора на сообщество."
Паж Пентаклей,"Слушайте стук и звон, отделяя полезное снаряжение от мусора. Мудрая и осторожная душа глубоко заинтересована в изучении тонкостей того, как устроен мир. Его любовь проявляется в творчестве, организации и, если она находит смелость дерзать, даже в инновациях. Сюжеты сочетаются друг с другом по-новому, и постепенно рождаются и записываются новые сценарии. Это тонкое и требовательное искусство, требующее времени, терпения и концентрации.","целеустремленный работник, педантичность, внимание к деталям."
Рыцарь Пентаклей,"Птицы могут крикнуть всаднику, чтобы он ускорил темп и пустил лошадь галопом, но его разум уже настроен на определенный темп, и эти ворчуны не изменят свой уверенный шаг. На него можно положиться, чтобы довести задачу до конца. Они отправятся в неизведанные миры; пока они смотрят вдаль, их мудрый дух хранит их в безопасности на земле. Они пойдут собственным путем к победе. В том, чтобы идти прямым путем и закрывать глаза на отвлекающие факторы, есть особое благородство.","преданный последователь, функционер, скрупулезное исследование, разумный путь к успеху."
Королева Пентаклей,"Слышен мягкий шелест шелка и бархатный шепот, когда она царственно входит в комнату. В этом мире можно найти много удовольствий и утешений, и это благородное создание понимает ценность мира и роскоши. Она понимает и учит правильным формам уравновешенности и благородства. Жить хорошо, быть довольным и делиться с окружающими — значит жить превосходно. Никто не отвернется от ее порога, потому что ее достойное сердце открыто для всех, кто ищет ее заботы. Самый скромный нищий найдет что-нибудь для себя за её столом.","смотрительница, богатство, любовь к комфорту, счастливый дом, поверхностность."
Король Пентаклей,"Говорят, что он может удерживать этот спокойный, уверенный взгляд дольше, чем любая мраморная статуя. Некоторым лидерам в этом мире нужно заслужить свою корону. Им ничего не передают; их состояния строятся через осторожное планирование и проницательное суждение. Тот, кто следует такой жесткой дисциплине, чувствует усталость, но он знает истинную ценность каждого камня в своем королевстве. Король не допустит никакого уклонения от исполнения служебных обязанностей. Он охотно дает совет тем, кто ищет его мудрого совета. Будет процветать он, будет процветать и его сосед.","ловкий бизнесмен, мудрое использование ресурсов, усердная работа, материализм."
Туз Кубков,"Вы рождаетесь из космического пространства возможностей, вечного перерождения. Сверкая на солнце перьями, вы оставляете позади сосуд, пустую скорлупу яйца и начинаете осознавать свою новую цель. Через мгновение вы сможете расправить крылья и найти желание своего сердца.","проявленные мечты, рождение, обновление, сильные эмоции."
Двойка Кубков,"Вы видите свое отражение в глазах другого человека и начинаете по-настоящему понимать себя. Быть партнером — значит доверять, впускать незнакомца в свои уязвимые внутренние границы. Из этой близости можно делиться видениями, вынашивать мечты. Одиночество исчезает, когда начинается истинное общение.","связь, беседа, романтика."
Тройка Кубков,"В диких местах мира вы найдете свое племя. Вы научитесь их песням и взамен научите своим. Они позволят вам совершить все выдумки и примут маски, которые вы решили носить. Они примут вашу историю такой, какая она есть, и вплетут ее в свою собственную. Возвышенное наслаждение — обмениваться без каких-либо ожиданий, лишь ради нескольких мгновений покоя и веселья.","дружба, доброжелательность, урожай."
Четвёрка Кубков,"Вы слишком долго сидели на одном месте и забыли, чего ждали. В тумане одиночества вы можете размышлять о несбывшихся планах и мечтах; вы можете попытаться вспомнить, кем вы должны были быть. Но е сли вы останетесь сидеть здесь, вы можете застыть в тумане тоски и сожаления, зная, чего вам не удалось достичь и что ускользнуло от вашего понимания. Оглянитесь через плечо, у вас есть возможность, если вы только заметите ее. Оглянитесь через плечо.","стремление к совершенству, сомнение, завершение, неведение."
Пятёрка Кубков,"Когда вы кричите в ночь, испуганные члены вашей стаи машут крыльями, взлетая в темное небо. Если вы молча сдерживаете агонию, вы позволяете ей залечь слишком глубоко внутри, и вряд ли вы сможете когда-либо освободиться от нее. Поэтому отпустите вопль боли, потери, усталости, осуждения. Вы вонзаете острые когти в землю. То, что не убивает нас, делает нас сильнее...или страннее.","разочарование, зацикленность на ошибках, тревога."
Шестёрка Кубков,"Во мраке ночи вас пугает внезапное видение: ваше собственное отражение. Кажется невозможным, чтобы вы были тем существом, за которым вы наблюдаете в зазеркалье. Вы удивляетесь, когда все так резко изменилось. Позвольте своему разуму вернуться к тем временам, которые вы помнили, к радостям розового мира. Будьте добры к себе. Вспомнитёе себя таким, каким вы были до того, как все стало плохо.","воспоминания, простые времена, невинность, ностальгия, наивность."
Семёрка Кубков,"Призраки и сомнения плывут перед вами, и проход кажется невозможным. Вы чувствуете себя неловко и скованно. Но тени, которые преследуют ваш разум, бессильны, когда вы открываете им свое истинное «Я». Ваши проводники в этом царстве никогда по-настоящему не покидали вас. Их многочисленные дары можно найти внутри; они добавляют свою силу вашей собственной. Они помогли вам увидеть множество граней, реальных и потенциальных. Вам нужно только сделать правильный выбор, чтобы преодолеть нынешнее препятствие.","иллюзорные страхи, выбор метода, личное откровение."
Восьмёрка Кубков,"Вы можете искать что-то весьма долго и в итоге обнаружить, что это желание не было вашим. Возможно, другие направили вас на этот путь. Пришло время найти свой собственный путь. Оставьте других бороться и заниматься мелкими драмами, которые больше не имеют для вас никакого значения. Ночь только начинается. Оставаться здесь — значит слишком долго пребывать в чужом сне.","выбор нового пути, точка поворота, дальнейший путь."
Девятка Кубков,"Ваши проводники и ангелы призывают вас путешествовать дальше и погружаться в новые глубины. Но путешествие также научило вас стремиться к чему-то и учиться испытывать радость от того, что вы находите. Теперь вы знаете, как удовлетворить свои страсти и как сказать темному голосу скептицизма и колебаний: «Уходи, я нашел очаг и дом, и ты здесь больше не нужен».","удовлетворение, блаженство, принятие."
Десятка Кубков,"Вы можете кричать и ссориться, но какая-то большая сила связывает вас вместе. Это ваши родные и близкие. В звуке ваших многочисленных голосов, звучащих в унисон, заложена гармония. Кончик крыла к кончику крыла, вы парите и ныряете вместе, уверенные в следующих совместных шагах.","семья, сходство, мир."
Паж Кубков,"Вы созерцаете птицу, содержимое чаши нежно переливается на солнце, воздух наполняется звуками сверчков, поющих восходящей луне. Любопытное существо может по-новому взглянуть на что-то знакомое. Мир открывается перед ним. Он восхищается, представляя, что мир обращен в его сторону. То, что другие воспринимают как бессмысленное карканье, он воспринимает как самый увлекательный из уроков. У каждого шедевра есть скромное начало.","творческая молодая душа, открытия, новые перспективы."
Рыцарь Кубков,"Мягкая, сухая трава шуршит под копытами, туман рассеивается, обнажая этого достойного путешественника. Неукротимая душа, готовая к путешествию за пределы известного, чтобы выйти на тропу своей судьбы. Страсть этого храбреца пленяет вас: «Давайте оставим все, есть места, которые могу вам показать только я». Темные глаза под маской напоминают вам, что большая опасность находится в том, что вы не следуете мечтам.","поиски романтики, страстный любовник, поиски эмоциональной новизны и связи."
Королева Кубков,"Зал наполняется звуками пира и веселья, а свет теплого огня в очаге отбрасывает странные тени по всей комнате. Величественная в покое, она обладает спокойным умом и добрым сердцем. Она может испить вашу боль и извлечь из нее мудрость. Доброта — это бальзам, который она предлагает в поднятом кубке. У нее есть сила смыть уродливую грязь мира. Она наполняет ваш бокал и ваше сердце до краев, зная, что оба они слишком долго были пустыми.","добродетельность, исцеление, безусловная любовь."
Король Кубков,"Понимающий и пытливый. Его кубок отбрасывает четкое отражение. Мудрый совет — его величайший дар, и он щедро делится им. Его холодная голова уравновешивает его доброе сердце, и он не делает никаких движений на поводу гнева или беспокойства. Но его чело встревожено; его радость померкла, приняв на себя чужую боль. Мудрые советники, владыки зала, Мысль и Память, занимают свое надлежащее место рядом с ним. Он научился слушать каждого по очереди, зная, что неразумно доверять только своему собственному суждению. Мудрость заключается в том, чтобы научиться уравновешивать советы сердца, тела, ума и духа.","мастер эмоций, оценивание эмоций и разума."
Туз Жезлов,"Это дикий мир, пульсирующий целью и жизнью. Гребуются большие усилия, чтобы пережить приключение, которое необходимо совершить. Вы ставите перед собой задачу, зная, что каждая царапина и шрам — это урок, который вы усвоили. Ваш собственный потенциал — это зеркало большего потенциала дикого мира; оба они сложны, запутаны и безграничны.","огромные ресурсы энергии, захватывающее приключение вот-вот начнется, невероятный потенциал."
Двойка Жезлов,"Вы были брошены в этот мир. Карты здесь еще не написаны, и вам понадобятся ваши собственные руки, чтобы покорить земли перед вами, проложить путь, чтобы другие могли следовать по вашим стопам. Или вы можете выбрать ничем не рисковать, не чувствовать боли и вечно сожалеть, что не ответили на зов приключения. Сомнение — это первое препятствие. Вы должны победить свои сомнения, прежде чем сможете сделать свой самый первый шаг.","жажда приключений, страх неудачи, развилка на дороге, желание продолжать."
Тройка Жезлов,"Вы слышите бархатное хлопанье крыльев в воздухе и осматриваете горизонт в поисках знака вашего возвращающегося герольда. Он шепчет новости о том, как все ваши планы и предположения обретают форму во многих сферах, в которых вы путешествовали. Вооружившись этими знаниями, вы переходите от анализа к действию. Все становится на свои места.","начало путешествия, возврат инвестиций‚ оценивание успеха, власть внешних сил."
Четвёрка Жезлов,"Странная процессия петляёт по полям. В этой унылой и пустынной стране любой урожай — это благословение, которое нужно отпраздновать. Голоса раздаются хором, радуясь появлению новой жизни и с грустью вспоминая тех, кто ушел за завесу вечности в этом сезоне. Каждый цикл приносит новые радости и печали; эти ритуалы помогают нам находить и удерживать свое место на колесе жизни.","радость и ликование, ритуалы перехода, прогресс, плато."
Пятёрка Жезлов,"Грохот и гам, какофония усиливается. На данный момент вся надежда на мир потеряна. Перья, выдернутые злыми птицами, летят клочьями. Каждый стремится быть хозяином на поле в этот день. Когда солнце садится, драгоценное время, которое можно было бы использовать для наполнения желудков, тратится на доминирование и агрессию.","конфликт, конкуренция, разочарование, игра, дезорганизация."
Шестёрка Жезлов,"Вы долго блуждали по выжженной местности, наконец, добравшись до пограничного знака. Чтобы продолжить, вы должны подняться и пересечь границу, пренебрегая ограничениями, которые пытаются навязать другие. В глубине души вы знаете, что, если вы перепрыгнете через эту преграду, за вами последуют другие, и, в конце концов, стены рухнут. Вы встаете и идете вперед. Ничто не может сдержать ваше намерение","шаг навстречу вызову, успех, преодоление препятствий, лидерство, высокомерие."
Семёрка Жезлов,"Вы продолжаете устало ступать по местности, усеянной колючками. Ваши ботинки превратились в лохмотья. Только полагаясь на свою команду, вы можете ориентироваться в этом пути. Страдая от отсутствия энергии, которую вы потратили на это путешествие, вы колеблетесь. Не уверенный, хватит ли у вас сил сделать еще один шаг, вы видите своего спутника, сложившего гладкие крылья и терпеливо ожидающего на ближайшем камне. Он слегка наклоняет клюв, его чернильно-черные глаза не отрываются от ваших. Сообщение звучит истинно в вашем духе: держите голову высоко и сохраняйте веру. Вы подбрасываете свой посох, собираете свои силы в соответствии со своей целью и делаете еще один шаг.","отстаивание своего положения, подготовка к ответственному шагу, удержание более высокой позиции."
Восьмёрка Жезлов,"Они поднимаются из сорняков, взлетают в небо со своих насестов, вытаптывая ежевику, в которой выросли. Между небом и землей они — благородные птицы, готовые свободно летать. Вы чувствуете зуд между лопатками и можете поклясться, что чувствуете дрожь под кожей, готовую унести вас в облака. Вы чувствуете свои собственные великолепные крылья.","взлет, быстрый рост, высокая интенсивность, координация."
Девятка Жезлов,"Как быстро все может измениться! Ваши верные спутники, ваши верные проводники, теперь мечутся вокруг вас, безжалостно клюя. Вы балансируете на краю, в шаге от того, чтобы упасть в виноградные лозы, которые порежут вас и крепко удержат. Вы собираете свои силы, чтобы защитить холм, на который вы так упорно стремились. Они не смогут ничего забрать у вас, не сегодня.","защита собственной позиции, противостояние невзгодам, выносливость, борьба."
Десятка Жезлов,"Разве путешествия когда-нибудь заканчиваются? Вы нашли то, что искали, с большим трудом сохранили для себя, и теперь вы должны вернуть это домой. Его вес давит на вас, сгибая вашу спину к земле. Какое искушение позволить ему упасть, освободиться от него, чтобы вы могли беспрепятственно шагать к горизонту. Но тогда для чего все это было? Вы собираете остатки своей решимости и продолжаете идти к заходящему солнцу.","изнурительный опыт, истощение, существование на исходе энергии и ресурсов."
Паж Жезлов,"Ветер свистит, отбрасывая полы его плаща в небо, но это не повод дрожать от страха. Истинное мужество приходит, когда действуешь не без страха, а вопреки ему. Вот существо, которое слышит зов собственного бурлящего адреналина и отвечает: «Да»! Он видят шипы и все равно шагает вперед. Оставаться на месте было бы невыносимо. Дикий зверь пробудился в его сердце и он жаждет приключений.","вестник хороших новостей, искра вдохновения."
Рыцарь Жезлов,"Дикая душа взывала к границам, он смело продвигался за края карты. Его радость — в открытиях, а его желание — в опыте, даже в том, что приносит слезы и ужас. Каждая новая вещь, которую он видит, заставляет его продолжать свои поиски. Холодная луна поднимается на востоке, отбрасывая тени по всей земле, и туман наползает на тропу, как хищник, стремящийся сокрушить свою добычу. Эти ужасы вдохновляют этот юный дух на то, чтобы проявить мужество и покорить этот неведомый горизонт.","странствующий рыцарь, романтическое завоевание, энергичный любовник, отметание осторожности."
Королева Жезлов,"Дикая, необузданная красота, влюбленная во все пышное и живое. Она демонстрирует удивление, которое можно найти В переживании мира всеми своими чувствами, и никогда не извиняется за свою напряженность. Ее харизма опьяняет, её речь прямая и бескомпромиссная. Вы слышите хруст и треск, когда она использует свой посох, чтобы сорвать ежевику, которая пытается преградить ей путь. Если бы она позволила таким мелким неудобствам замедлить ее, она никогда не стала бы королевой этого королевства. Мудрые следуют ее примеру, преклоняясь перед ее невероятной волей.","душа компании, непревзойденная харизма, сосредоточенность, талант к драме."
Король Жезлов,"Из-под шлема раздается сердечный смех. Политическая проницательность и государственная мудрость помогут человеку продвигаться. Величайшие лидеры знают, как мотивировать других выполнять их волю. Их слова согревают сердце и воспламеняют дух, вдохновляя подданных на победу. Некоторые называют его успехи удачей — чего они не понимают, так это того, что удача открыла дверь, но именно мужество привело его к победе.","харизматичный лидер, активность, деспотизм, пропаганда."
Туз Мечей,"Одним быстрым движением лезвие со свистом рассекает воздух, и визг замолкает. Чтобы начать все заново, некоторые события и обстоятельства должны прийти к концу; путь должен быть очищен от препятствий и мусора. В тихом воздухе, наполненном возможностями, возникают новые мысли.","новое начало, очищение от того, что больше не служит, болезненная неожиданность."
